hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,63,2015,September,36,2,0,3,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,60.0,0,0,Check-Out,2015-09-05,Beth Tran,Beth_Tran@outlook.com,490-985-6677,************9130
City Hotel,363,2015,October,42,15,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Thomas Cook,Cook.Thomas@yahoo.com,465-586-6053,************6066
City Hotel,2,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,69.0,0,0,Check-Out,2016-02-26,Tammy Simpson,Simpson_Tammy@outlook.com,305-971-5663,************8521
City Hotel,129,2017,April,14,3,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,58.0,,0,Transient,100.0,0,0,Canceled,2016-11-25,Lisa Barajas,LisaBarajas@comcast.net,523-392-0895,************8166
City Hotel,149,2017,June,25,24,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,130.0,0,0,Canceled,2017-06-23,Jacob Taylor,Jacob_Taylor@comcast.net,257-422-5832,************5931
City Hotel,58,2016,March,13,24,0,1,2,0.0,0,SC,COL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.2,0,0,Canceled,2016-02-26,Timothy Cooper,TimothyCooper24@comcast.net,283-286-6410,************6514
City Hotel,34,2017,April,16,16,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,115.2,0,0,Check-Out,2017-04-20,Walter Hernandez,Walter.Hernandez38@hotmail.com,433-923-0096,************7032
City Hotel,116,2017,March,12,24,0,2,2,0.0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,100.0,0,1,Check-Out,2017-03-26,John Hernandez,John_Hernandez@aol.com,539-858-7359,************7591
Resort Hotel,28,2015,September,38,16,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,142.0,,0,Contract,117.2,0,1,Check-Out,2015-09-23,James Wells,Wells.James@att.com,671-504-6400,************1174
Resort Hotel,12,2016,October,42,10,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,66.0,0,2,Check-Out,2016-10-12,Kari Beck,Beck_Kari@comcast.net,439-655-6151,************3694
Resort Hotel,163,2016,July,29,10,4,8,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,147.0,,0,Transient,103.11,0,0,Check-Out,2016-07-22,Lauren Lopez,LaurenLopez@gmail.com,279-289-3021,************8909
City Hotel,16,2017,June,22,2,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,1,1,Check-Out,2017-06-03,Mark Ross,MRoss@comcast.net,837-640-4849,************1350
City Hotel,356,2015,October,41,8,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Jeremy Marquez,JMarquez@xfinity.com,560-368-9094,************9311
City Hotel,5,2016,May,21,21,2,1,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14.0,,0,Transient,150.45,0,0,Check-Out,2016-05-24,Natalie Richardson,Natalie.Richardson97@zoho.com,624-982-4505,************1159
Resort Hotel,149,2016,July,30,23,2,5,2,1.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,96.0,,0,Transient,195.75,0,1,Canceled,2016-03-17,Bonnie Aguilar,Bonnie_Aguilar@outlook.com,141-821-2587,************5628
Resort Hotel,201,2017,August,31,5,4,7,2,1.0,0,BB,IRL,Direct,Direct,0,0,0,F,F,1,No Deposit,250.0,,0,Transient-Party,196.2,0,3,Check-Out,2017-08-16,David Lawson,David_L@gmail.com,708-231-6598,************5035
City Hotel,74,2017,July,26,1,2,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,150.0,0,1,Check-Out,2017-07-05,Derrick Smith,Derrick.Smith11@aol.com,292-490-7660,************1349
City Hotel,25,2017,June,25,20,0,4,2,2.0,0,BB,POL,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,250.0,0,0,Canceled,2017-05-28,Ryan Wagner,Wagner.Ryan@yandex.com,160-036-0959,************3896
City Hotel,50,2016,April,14,1,0,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.9,0,0,Check-Out,2016-04-02,Catherine Clark,Catherine_Clark@xfinity.com,764-033-8248,************1779
City Hotel,102,2017,August,34,21,1,3,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,85.0,,0,Transient,89.1,0,0,Canceled,2017-05-11,Christine Webb,Christine.W@aol.com,864-099-5805,************9114
City Hotel,215,2016,November,48,21,1,1,2,0.0,0,BB,NOR,Groups,Corporate,0,0,0,A,A,0,No Deposit,,233.0,0,Transient,85.0,0,0,Check-Out,2016-11-23,Andrew Coffey,Andrew_Coffey38@aol.com,674-089-2058,************9784
City Hotel,210,2015,October,41,8,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,72.75,0,0,Check-Out,2015-10-12,Lisa Silva,Lisa_Silva@zoho.com,811-037-2561,************2921
City Hotel,205,2016,May,23,29,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,90.0,0,0,Canceled,2016-01-19,Jeffrey Gordon,JeffreyGordon@aol.com,219-059-0552,************7688
Resort Hotel,40,2016,April,15,5,0,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,58.0,0,1,Canceled,2016-02-29,Karen Wilson,Wilson.Karen@gmail.com,846-096-6264,************7514
City Hotel,59,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,80.0,0,0,Canceled,2016-11-25,Daniel Brown PhD,Daniel_PhD22@att.com,682-337-1651,************7319
City Hotel,35,2017,June,26,27,0,3,1,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,123.0,0,2,Canceled,2017-06-16,Lindsey Douglas,Lindsey_D@hotmail.com,558-536-3450,************3111
Resort Hotel,223,2016,September,36,1,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,81.9,0,0,Check-Out,2016-09-15,Brandon Gray,BGray@att.com,550-431-8534,************3673
Resort Hotel,315,2017,August,33,14,1,2,2,0.0,0,BB,JPN,Online TA,TA/TO,0,0,0,E,G,0,No Deposit,240.0,,0,Transient,172.8,0,3,Check-Out,2017-08-17,Teresa Hill,Hill_Teresa@mail.com,268-873-0936,************7494
City Hotel,97,2016,April,18,25,1,3,3,0.0,0,SC,PHL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,110.5,0,1,Check-Out,2016-04-29,Hannah Montgomery,Hannah_M82@outlook.com,295-503-7359,************9176
City Hotel,0,2015,October,43,18,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9.0,,0,Transient,114.0,0,0,Check-Out,2015-10-19,Harold Miller,Harold.Miller@att.com,629-410-2926,************6041
City Hotel,13,2017,July,27,3,1,0,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,120.0,0,1,Check-Out,2017-07-04,Joseph Woods,Joseph_W@yandex.com,885-024-0474,************2314
Resort Hotel,310,2017,May,20,18,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,243.0,,0,Contract,80.4,0,0,Check-Out,2017-06-01,Kelly Mitchell,Kelly.Mitchell@mail.com,283-121-4499,************2814
Resort Hotel,11,2015,December,49,5,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,350.0,,0,Transient-Party,68.0,0,0,Check-Out,2015-12-08,Jacob Lee,Jacob_Lee16@gmail.com,807-568-0850,************1203
City Hotel,23,2016,April,18,27,0,1,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,1,1,Check-Out,2016-04-28,Joseph Ramirez,Joseph_Ramirez@hotmail.com,930-803-5168,************6203
Resort Hotel,198,2017,July,26,1,2,3,2,1.0,1,BB,CHE,Direct,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,174.0,1,0,Check-Out,2017-07-06,Troy Munoz,Troy_Munoz26@xfinity.com,759-721-2024,************3534
Resort Hotel,26,2015,July,30,20,3,5,2,0.0,0,HB,ESP,Direct,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,194.0,0,0,Check-Out,2015-07-28,Margaret Cox,Margaret_Cox30@outlook.com,492-973-8846,************3529
City Hotel,184,2016,August,33,9,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.3,0,2,Check-Out,2016-08-12,Karla Allen,KarlaAllen@verizon.com,741-499-6296,************1216
City Hotel,196,2017,August,33,19,2,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,132.53,0,0,Check-Out,2017-08-23,Erin Hahn,Erin.Hahn@yandex.com,754-125-9918,************6955
Resort Hotel,36,2017,January,5,29,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,171.0,,0,Transient,35.33,0,0,Check-Out,2017-02-01,Jennifer Torres,Jennifer_T@yandex.com,366-460-9664,************9793
City Hotel,172,2016,July,31,29,2,3,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient-Party,300.0,0,1,Check-Out,2016-08-03,Timothy Madden IV,Timothy.I@verizon.com,103-565-6686,************6261
City Hotel,56,2017,March,10,10,1,2,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,0,Canceled,2017-01-14,Michael Hernandez,Michael.H47@aol.com,299-492-2143,************5717
Resort Hotel,11,2015,December,49,5,2,1,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,,,0,Transient-Party,64.0,0,0,Canceled,2015-11-27,Larry Camacho,Larry.Camacho@protonmail.com,234-286-4775,************9603
City Hotel,12,2016,December,50,4,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,105.9,0,0,Check-Out,2016-12-09,Stephen Pena,Stephen_P@yandex.com,963-735-4216,************3221
City Hotel,148,2015,December,53,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,98,Transient,77.5,0,0,Canceled,2015-11-11,Christina Myers,Christina.Myers38@yahoo.com,535-420-2864,************3916
City Hotel,309,2016,May,20,13,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,215,Transient-Party,101.0,0,0,Canceled,2016-02-09,Shannon Frederick,Shannon_Frederick@yahoo.com,333-128-0044,************7878
City Hotel,188,2016,June,25,15,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,39,Transient,130.0,0,0,Canceled,2016-01-18,Amanda Pearson,Amanda.Pearson@hotmail.com,286-511-2645,************3113
Resort Hotel,1,2016,April,17,17,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,65.0,0,0,Check-Out,2016-04-18,Kaitlyn Cox,KaitlynCox44@protonmail.com,406-954-3767,************2083
City Hotel,4,2016,June,27,26,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,1,Check-Out,2016-06-27,Jeffrey Morris,JeffreyMorris@xfinity.com,610-523-9556,************2950
City Hotel,103,2016,May,19,1,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1,Canceled,2016-04-21,Sheryl Leach,Leach.Sheryl@hotmail.com,432-018-6192,************2938
Resort Hotel,108,2016,April,14,1,0,1,2,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,47.4,1,1,Check-Out,2016-04-02,Amber Ramos,Amber.Ramos@yahoo.com,776-352-4531,************7746
Resort Hotel,2,2015,September,37,9,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,146.0,1,0,Check-Out,2015-09-12,Gregory Daugherty,Gregory.Daugherty@gmail.com,277-275-7130,************2634
City Hotel,9,2017,May,22,30,0,3,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,246.67,0,1,Check-Out,2017-06-02,Julie Henderson,Julie.Henderson@yahoo.com,628-978-3012,************1263
City Hotel,475,2016,October,44,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Andrew Cortez,Cortez.Andrew16@verizon.com,648-009-4933,************3181
City Hotel,25,2015,October,41,4,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,84.0,0,2,Check-Out,2015-10-08,Jesse Miller,Jesse.Miller@att.com,107-734-3888,************2482
City Hotel,25,2015,November,48,22,2,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,65.0,0,0,Check-Out,2015-11-27,Rebecca Villarreal,Rebecca.Villarreal21@zoho.com,530-389-3584,************8813
Resort Hotel,66,2016,May,19,6,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,74.4,0,1,Canceled,2016-03-04,Katherine Anderson,Katherine_Anderson@outlook.com,596-428-7168,************3376
City Hotel,299,2015,August,33,12,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,Rachel Whitaker,Whitaker_Rachel@comcast.net,249-668-5040,************7744
City Hotel,97,2015,October,41,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Check-Out,2015-10-09,Pamela Miller,PamelaMiller@verizon.com,840-118-8192,************7365
City Hotel,93,2015,December,53,30,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,11.0,,0,Transient,118.19,0,0,Check-Out,2016-01-02,Heidi Hernandez,Heidi.H@outlook.com,856-582-4407,************3134
City Hotel,181,2016,October,42,11,0,2,1,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,234.0,,0,Transient-Party,120.0,0,0,Check-Out,2016-10-13,Alice Bell,ABell@hotmail.com,871-600-3945,************6615
City Hotel,320,2016,August,34,18,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,115.0,0,1,Check-Out,2016-08-20,Denise Jackson,DJackson@yandex.com,463-859-0989,************2479
City Hotel,80,2016,April,16,10,2,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,182.0,,0,Transient,100.0,0,0,Canceled,2016-02-22,Ms. Erin Lewis,Ms.Lewis90@outlook.com,215-303-8361,************4839
City Hotel,174,2015,August,32,3,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,1,0,B,B,0,No Deposit,14.0,,0,Transient-Party,90.0,0,1,Canceled,2015-06-12,Thomas Malone,Thomas_M@att.com,594-937-9477,************9777
City Hotel,330,2016,June,23,2,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Samuel Jackson,Jackson_Samuel88@mail.com,370-159-8985,************1947
City Hotel,153,2017,June,25,21,0,4,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,348.0,0,Transient,110.0,0,0,Canceled,2017-01-19,Erika Warner,ErikaWarner@gmail.com,613-532-0436,************1988
Resort Hotel,82,2016,April,16,13,2,4,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,79.3,0,0,Check-Out,2016-04-19,Daniel Jackson,Daniel_Jackson@comcast.net,507-873-8952,************8339
Resort Hotel,3,2016,March,13,25,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,81.0,0,0,Check-Out,2016-03-28,Tyler Price,Price_Tyler@protonmail.com,722-077-1949,************7930
City Hotel,68,2015,December,53,31,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient-Party,71.33,0,0,Check-Out,2016-01-03,Laurie Anderson,Anderson.Laurie37@aol.com,835-288-9196,************7083
City Hotel,393,2017,April,16,22,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Ashley Munoz,AMunoz@aol.com,427-796-4205,************3860
City Hotel,267,2016,March,14,31,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient,0.0,0,0,Canceled,2015-10-21,Mr. Joshua Wilson DDS,DDS_Mr.62@verizon.com,113-275-0188,************2901
City Hotel,166,2015,July,29,15,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Transient-Party,76.5,0,1,Canceled,2015-02-17,Brenda Long,BrendaLong@hotmail.com,904-704-4769,************1850
City Hotel,31,2016,June,26,20,1,1,2,0.0,0,BB,KOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2016-06-17,Joshua Patel,JPatel11@yandex.com,159-923-2892,************1485
City Hotel,407,2017,May,18,6,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229.0,,0,Transient,90.0,0,0,Canceled,2016-04-17,Kristen Evans,Kristen_E@verizon.com,197-937-2392,************5773
Resort Hotel,88,2016,April,17,23,2,5,2,0.0,0,BB,DNK,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,253.0,,0,Transient,49.5,0,0,Check-Out,2016-04-30,Amy Duncan,Amy_Duncan17@zoho.com,161-595-2167,************8843
City Hotel,151,2016,October,45,30,2,3,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,122.76,0,0,Canceled,2016-06-02,Malik Hill,Malik_H30@yandex.com,611-392-8368,************9177
Resort Hotel,0,2015,November,45,3,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,40.0,0,0,Check-Out,2015-11-05,Monique Villanueva,Monique_Villanueva@gmail.com,592-235-1712,************3782
City Hotel,49,2016,November,45,2,0,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,90.75,0,2,Check-Out,2016-11-06,James Hunt,James_H@aol.com,202-009-9546,************2799
City Hotel,134,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,90.0,0,1,Check-Out,2016-04-11,Kathleen Lopez,KLopez@xfinity.com,530-584-5343,************1476
City Hotel,176,2016,April,15,9,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21.0,,0,Transient,125.0,0,0,Canceled,2015-11-23,William Howe,Howe_William@zoho.com,625-101-7946,************7856
Resort Hotel,213,2016,May,21,16,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Canceled,2016-04-19,Barbara Garcia,Garcia_Barbara77@att.com,780-032-7157,************1087
Resort Hotel,11,2015,December,49,5,2,1,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,350.0,,0,Transient-Party,68.0,0,0,Check-Out,2015-12-08,Thomas Adams,Thomas_A@hotmail.com,740-378-5814,************1449
Resort Hotel,29,2017,January,3,21,2,2,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,44.0,0,3,Check-Out,2017-01-25,Roy Thomas,Roy.T@att.com,395-098-3910,************7513
City Hotel,0,2015,December,49,2,0,1,1,0.0,0,BB,ESP,Direct,Direct,1,0,0,A,A,1,No Deposit,,,0,Transient,69.0,0,0,Check-Out,2015-12-03,Stephen Quinn,SQuinn@protonmail.com,238-886-9216,************3075
City Hotel,20,2017,January,4,26,0,3,2,0.0,0,BB,POL,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,79.0,1,1,Check-Out,2017-01-29,Matthew Sloan,Sloan_Matthew@verizon.com,464-943-6727,************9319
City Hotel,21,2016,November,48,21,1,5,1,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,63.75,0,0,Check-Out,2016-11-27,Natasha Burns,Natasha.Burns@yahoo.com,463-476-9137,************1250
City Hotel,105,2017,June,22,2,1,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,126.0,0,2,Check-Out,2017-06-05,Vanessa Watson,Vanessa.W@yahoo.com,540-944-1237,************5337
Resort Hotel,291,2017,August,33,13,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,117.3,0,1,Canceled,2017-01-06,Kenneth Gomez,Kenneth.Gomez@comcast.net,123-846-5965,************7306
Resort Hotel,40,2017,January,3,16,1,2,1,0.0,0,Undefined,PRT,Groups,Direct,0,0,0,A,E,0,No Deposit,,,0,Transient-Party,55.0,0,0,Check-Out,2017-01-19,Brenda Miller,BMiller45@yandex.com,554-500-2532,************2717
City Hotel,43,2015,October,43,21,2,4,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Contract,166.5,0,1,Check-Out,2015-10-27,Jeff Bush,Bush_Jeff43@hotmail.com,313-300-1412,************3513
City Hotel,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,109.0,0,0,Check-Out,2015-08-16,Tanya Fernandez,TFernandez@outlook.com,464-543-9356,************4753
City Hotel,212,2017,June,22,2,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,105.0,0,0,Canceled,2017-04-21,Brandon Butler,Butler.Brandon84@comcast.net,351-564-2333,************2161
City Hotel,9,2016,October,41,8,0,1,1,0.0,0,BB,SWE,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,148.75,0,0,Check-Out,2016-10-09,Kevin Jones,KevinJones@aol.com,603-132-1571,************8541
City Hotel,79,2016,April,16,16,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,96.3,0,1,Check-Out,2016-04-19,Ashley Hood,Ashley_Hood29@protonmail.com,613-655-4553,************6423
City Hotel,0,2017,June,25,23,1,2,1,0.0,0,BB,PRT,Aviation,Corporate,0,0,0,A,A,2,No Deposit,,153.0,0,Transient,95.0,0,0,Check-Out,2017-06-26,Christian Chambers,Christian.Chambers@hotmail.com,750-231-6101,************6709
Resort Hotel,121,2016,May,21,19,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Contract,63.4,0,0,Check-Out,2016-05-26,Robert Carr,Robert.C@zoho.com,396-349-0350,************6850
City Hotel,92,2017,March,13,29,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.2,0,1,Canceled,2017-01-31,Cindy Bass,Cindy_Bass32@hotmail.com,498-035-7697,************3390
City Hotel,286,2016,October,43,16,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,44.0,,0,Transient,90.0,0,0,Canceled,2016-06-20,Samantha Evans,Samantha_Evans@att.com,740-881-6377,************1880
City Hotel,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Check-Out,2015-11-22,Matthew Smith,MSmith75@gmail.com,923-285-2903,************5218
City Hotel,20,2016,November,47,13,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,96.9,0,1,Canceled,2016-10-30,Anthony Hendricks,Hendricks.Anthony@verizon.com,885-109-9014,************8833
Resort Hotel,115,2015,September,39,25,2,5,2,0.0,0,BB,LVA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171.0,,0,Transient,55.43,0,1,Check-Out,2015-10-02,Kimberly Roberts,KRoberts@outlook.com,154-477-8134,************1583
City Hotel,295,2017,August,32,10,1,3,3,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient-Party,156.6,0,0,Check-Out,2017-08-14,Daryl Frank,Daryl_F@verizon.com,136-038-7811,************3727
City Hotel,302,2015,August,33,15,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,Shannon Butler,ShannonButler@xfinity.com,949-686-0781,************7803
City Hotel,100,2017,May,18,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,18,Transient,130.0,0,0,Canceled,2017-02-10,Logan Hernandez,Hernandez.Logan@gmail.com,182-060-7313,************3541
Resort Hotel,289,2015,November,47,20,1,2,3,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,C,1,No Deposit,134.0,,0,Transient-Party,85.5,0,0,Check-Out,2015-11-23,Adam Bray,ABray@aol.com,664-762-1463,************5380
